# chrom	start	end	strand	circRNA ID	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study
chr14	72054287	72090953	+	hsa_circ_0032462	36666	2120	Nhek, Helas3, H1hesc, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_015556	SIPA1L1	Salzman2013
chr13	113960799	113977741	+	hsa_circ_0030997	16942	2198	Nhek, K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_005561	LAMP1	Salzman2013
chr6	33654785	33654881	+	hsa_circ_0076024	96	96	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_002224	ITPR3	Salzman2013
chr14	23033806	23034037	-	hsa_circ_0031209	231	231	Nhek, K562, Hepg2, Helas3	NA	ANNOTATED, coding, OVEXON, UTR3	NM_001344	DAD1	Salzman2013
chr14	63416850	63473190	-	hsa_circ_0032146	56340	1172	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_139318	KCNH5	Salzman2013
chr16	9023225	9024254	-	hsa_circ_0004344	1029	1029	Hs68_RNase, Hs68_control, Nhek, K562, Hepg2, Helas3, Gm12878, Bj, Ag04450, A549	None	ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	NM_003470	USP7	Jeck2013, Salzman2013
chr2	58425713	58431361	-	hsa_circ_0054670	5648	181	K562, Hepg2, Helas3, Ag04450, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001114636	FANCL	Salzman2013
chr12	56956200	56965639	+	hsa_circ_0002588	9439	476	Hs68_RNase, Hs68_control, Nhek, K562, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Bj, Ag04450, A549, Nhlf, Sknshra, Mcf7	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_002898	RBMS2	Jeck2013, Salzman2013
chr2	232573234	232573461	+	hsa_circ_0058677	227	227	Huvec, Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_001099285	PTMA	Salzman2013
chr7	98522734	98524989	+	hsa_circ_0081266	2255	352	Helas3, Gm12878, Bj, Ag04450, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001244580	TRRAP	Salzman2013
chr22	31806997	31830172	+	hsa_circ_0062898	23175	977	Nhek, K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_004147	DRG1	Salzman2013
chr15	59373134	59373483	+	hsa_circ_0035479	349	349	K562, Helas3, Gm12878, Ag04450, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_017610	RNF111	Salzman2013
chr16	23494243	23498111	-	hsa_circ_0003840	3868	301	Hs68_RNase, Hs68_control, K562, Hepg2, Helas3	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015044	GGA2	Jeck2013, Salzman2013
chr2	201369470	201371814	-	hsa_circ_0057705	2344	447	Helas3, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_152387	KCTD18	Salzman2013
chr1	45243285	45244412	+	hsa_circ_0012177	1127	471	Nhek, K562, Huvec, Hsmm, Hmec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra, Mcf7	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_001012	RPS8	Salzman2013
chr3	57832923	57843886	+	hsa_circ_0066277	10963	268	Nhek, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_007159	SLMAP	Salzman2013
chr16	4853203	4863839	-	hsa_circ_0037752	10636	2678	Huvec, Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_032569	GLYR1	Salzman2013
chr5	78617428	78623038	+	hsa_circ_0073126	5610	5610	Hepg2, Helas3	NA	ANNOTATED, coding, OVEXON, UTR3	NM_152405	JMY	Salzman2013
chr16	74493579	74497377	-	hsa_circ_0003315	3798	477	Hs68_RNase, Hs68_control, Nhek, K562, Hepg2, Helas3, Gm12878, Bj, Ag04450, A549, Sknshra	None	ANNOTATED, INTERNAL, ncRNA, OVCODE, OVEXON	NR_027264	GLG1	Jeck2013, Salzman2013
chr18	23612362	23637706	-	hsa_circ_0007117	25344	999	Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra, Mcf7	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001007559	SS18	Jeck2013, Salzman2013
chr20	33000320	33001685	+	hsa_circ_0059935	1365	263	K562, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_031483	ITCH	Salzman2013
chr8	128902834	129001537	+	hsa_circ_0085543	98703	1010	Huvec, Helas3, H1hesc, Gm12878, Ag04450, A549, Mcf7	NA	ANNOTATED, INTERNAL, ncRNA, OVERLAPTX, OVEXON	NR_003367	PVT1	Salzman2013
chr4	79166386	79176529	+	hsa_circ_0070107	10143	387	Helas3, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_025074	FRAS1	Salzman2013
chr9	137591754	137593179	+	hsa_circ_0089430	1425	377	Helas3, Bj, Ag04450, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_000093	COL5A1	Salzman2013
chr1	17907047	18021775	+	hsa_circ_0010219	114728	3350	Hepg2, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_018125	ARHGEF10L	Salzman2013
chr6	111680024	111701422	-	hsa_circ_0077649	21398	5856	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_002912	REV3L	Salzman2013
chr7	99690403	99691024	-	hsa_circ_0081391	621	463	K562, Huvec, Helas3, Gm12878	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_182776	MCM7	Salzman2013
chr17	4539053	4540553	-	hsa_circ_0041568	1500	354	Nhek, K562, Hepg2, Helas3, Ag04450, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001140	ALOX15	Salzman2013
chr3	138407716	138413749	-	hsa_circ_0067528	6033	366	K562, Helas3, H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_006219	PIK3CB	Salzman2013
chr19	55777253	55785990	-	hsa_circ_0052226	8737	478	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_012267	HSPBP1	Salzman2013
chr3	10311814	10312699	+	hsa_circ_0064272	885	885	Helas3, H1hesc, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_014760	TATDN2	Salzman2013
chr15	43322141	43330430	-	hsa_circ_0034921	8289	530	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_174916	UBR1	Salzman2013
chr17	73467880	73491480	+	hsa_circ_0045643	23600	2950	Helas3, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_014738	KIAA0195	Salzman2013
chr2	70486491	70488518	+	hsa_circ_0055125	2027	382	Hepg2, Helas3, H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_016297	PCYOX1	Salzman2013
chr11	34155865	34158573	+	hsa_circ_0021686	2708	477	Hepg2, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_024662	NAT10	Salzman2013
chr2	58449076	58459247	-	hsa_circ_0001009	10171	278	cd_19, Hs68_RNase, Hs68_control, Nhek, K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra, Mcf7	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_018062	FANCL	Jeck2013, Memczak2013, Salzman2013
chr7	138305790	138333882	-	hsa_circ_0082601	28092	819	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001139456	SVOPL	Salzman2013
chr18	19345732	19359646	+	hsa_circ_0000835	13914	679	HEK293, cd_19, Hs68_RNase, Hs68_control, Nhek, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra, Mcf7	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_020774	MIB1	Jeck2013, Memczak2013, Salzman2013
chr22	19044498	19077003	-	hsa_circ_0062201	32505	723	K562, Helas3, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_005137	DGCR2	Salzman2013
chr2	32602655	32701412	+	hsa_circ_0053457	98757	6527	Helas3, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_016252	BIRC6	Salzman2013
chrX	153712055	153714932	-	hsa_circ_0092096	2877	2305	K562, Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3, UTR5	NM_014235	UBL4A	Salzman2013
chr11	86802403	87030419	+	hsa_circ_0023972	228016	882	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_022918	TMEM135	Salzman2013
chr19	3976053	3978170	-	hsa_circ_0048534	2117	1362	K562, Hepg2, Helas3, H1hesc, Bj, Ag04450, A549, Sknshra	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_001961	EEF2	Salzman2013
chr15	25343863	25344425	+	hsa_circ_0034145	562	562	Nhek, Helas3, H1hesc, Gm12878, Ag04450	NA	INTERGENIC	None	None	Salzman2013
chr5	73128162	73136585	+	hsa_circ_0006969	8423	403	Hs68_RNase, Hs68_control, Hepg2, Helas3, Ag04450, Nhek	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001080479	RGNEF	Jeck2013, Salzman2013
chr19	46133208	46133304	-	hsa_circ_0051527	96	96	K562, Huvec, Helas3, Gm12878, Bj, Ag04450, Nhek, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001193268	EML2	Salzman2013
chr10	51761755	51767836	+	hsa_circ_0018383	6081	189	K562, Helas3, Gm12878, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001077665	AGAP6	Salzman2013
chr19	3573689	3579081	+	hsa_circ_0048495	5392	1478	Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_006339	HMG20B	Salzman2013
chr14	39517855	39524500	-	hsa_circ_0003374	6645	232	Hs68_RNase, Hs68_control, Helas3, Gm12878, Ag04450, A549	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_006364	SEC23A	Jeck2013, Salzman2013
chr20	35835675	35862498	+	hsa_circ_0060277	26823	1063	Helas3, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_002951	RPN2	Salzman2013
chr2	128628822	128631846	-	hsa_circ_0056372	3024	556	Hepg2, Helas3, H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_001199140	AMMECR1L	Salzman2013
chr3	4458811	4461830	-	hsa_circ_0064037	3019	321	Helas3, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_182760	SUMF1	Salzman2013
chr1	173961892	173962210	-	hsa_circ_0015323	318	318	K562, Hepg2, Helas3, Gm12878	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_172071	RC3H1	Salzman2013
chr17	27041298	27042919	-	hsa_circ_0042687	1621	930	Nhek, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Bj, Ag04450, A549, Nhlf	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_031934	RAB34	Salzman2013
chr21	40648098	40670508	-	hsa_circ_0061752	22410	947	K562, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_033656	BRWD1	Salzman2013
chr9	35705958	35711789	-	hsa_circ_0086920	5831	1830	Helas3, Ag04450, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_006289	TLN1	Salzman2013
chr9	139006426	139008870	-	hsa_circ_0089516	2444	2444	K562, Hmec, Hepg2, Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3, UTR5	NM_152833	C9orf69	Salzman2013
chr2	242079935	242082489	-	hsa_circ_0058988	2554	471	Nhek, K562, Hepg2, Helas3, H1hesc, Gm12878, Ag04450, A549, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_001252124	PASK	Salzman2013
chr7	99690403	99697026	-	hsa_circ_0081399	6623	2110	K562, Hepg2, Helas3, H1hesc, Gm12878, Mcf7	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3, UTR5	NM_182776	MCM7	Salzman2013
chr15	22848874	22853849	+	hsa_circ_0034057	4975	566	K562, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_052903	TUBGCP5	Salzman2013
chr17	26669272	26669468	+	hsa_circ_0042528	196	196	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_021137	TNFAIP1	Salzman2013
chr1	155596545	155597518	-	hsa_circ_0014596	973	973	K562, Helas3	LTR	ALT_DONOR, downstream_end, ncRNA, OVERLAPTX, OVEXON	TCONS_l2_00002667	TCONS_l2_00002667	Salzman2013
chr16	58076134	58080804	+	hsa_circ_0039611	4670	2300	Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_002428	MMP15	Salzman2013
chr11	77649696	77652297	-	hsa_circ_0002476	2601	247	Hs68_RNase, Hs68_control, K562, Helas3, Bj	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_033547	INTS4	Jeck2013, Salzman2013
chr16	88061088	88071617	+	hsa_circ_0040823	10529	416	Nhek, K562, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001173542	BANP	Salzman2013
chr19	9024133	9080555	-	hsa_circ_0049136	56422	27663	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_024690	MUC16	Salzman2013
chr11	61039146	61042056	-	hsa_circ_0022245	2910	290	Hepg2, Helas3, H1hesc, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_152718	VWCE	Salzman2013
chr2	171811159	171813069	+	hsa_circ_0057017	1910	257	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015530	GORASP2	Salzman2013
chrX	128674720	128723933	+	hsa_circ_0091484	49213	2542	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_000276	OCRL	Salzman2013
chr2	38818671	38818790	-	hsa_circ_0054145	119	119	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_138394	HNRPLL	Salzman2013
chr1	36773370	36775191	+	hsa_circ_0011686	1821	333	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001162530	SH3D21	Salzman2013
chr10	105371337	105377071	-	hsa_circ_0019868	5734	506	Nhek, Helas3, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_014631	SH3PXD2A	Salzman2013
chr19	11548696	11557165	+	hsa_circ_0049466	8469	566	Nhek, K562, Huvec, Helas3, H1hesc, Gm12878, Bj, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_002743	PRKCSH	Salzman2013
chr6	7181356	7189555	+	hsa_circ_0007429	8199	590	Hs68_RNase, Hs68_control, K562, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhek, Nhlf, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_001003699	RREB1	Jeck2013, Salzman2013
chr13	79928573	79953042	-	hsa_circ_0030534	24469	1906	Hepg2, Helas3, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_022118	RBM26	Salzman2013
chr19	46321216	46355643	-	hsa_circ_0051555	34427	2856	Hsmm, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_004819	SYMPK	Salzman2013
chr9	20862576	20885229	+	hsa_circ_0086551	22653	705	Hepg2, Helas3, Gm12878, A549, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_017794	KIAA1797	Salzman2013
chr17	79573716	79575848	-	hsa_circ_0046202	2132	219	Nhek, K562, Hepg2, Helas3, Ag04450, A549, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_017921	NPLOC4	Salzman2013
chr5	179227183	179227259	-	hsa_circ_0075315	76	76	Huvec, Hsmm, Helas3, H1hesc, Bj, Ag04450, A549, Nhlf	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_054013	MGAT4B	Salzman2013
chr17	42157474	42158250	-	hsa_circ_0044016	776	337	K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001015053	HDAC5	Salzman2013
chr19	36149495	36149686	+	hsa_circ_0050630	191	191	Nhek, K562, Hepg2, Helas3, H1hesc, Gm12878	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_001863	COX6B1	Salzman2013
chr3	33109721	33110462	-	hsa_circ_0001279	741	212	cd_19, Hs68_RNase, Hs68_control, Nhek, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001079811	GLB1	Jeck2013, Memczak2013, Salzman2013
chrX	70516700	70521018	+	hsa_circ_0091005	4318	1762	Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_001145408	NONO	Salzman2013
chr8	145151936	145152037	+	hsa_circ_0085959	101	101	Hepg2, Helas3, H1hesc, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001916	CYC1	Salzman2013
chr16	68300495	68325564	+	hsa_circ_0004635	25069	1274	Hs68_RNase, Hs68_control, K562, Helas3, H1hesc, Gm12878, Ag04450, A549	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_001076785	SLC7A6	Jeck2013, Salzman2013
chr22	24002051	24037704	-	hsa_circ_0062546	35653	1799	Helas3, H1hesc	NA	ANNOTATED, INTERNAL, ncRNA, OVCODE, OVERLAPTX, OVEXON	NR_024448	GUSBP11	Salzman2013
chr7	99690914	99691964	-	hsa_circ_0081403	1050	279	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_182776	MCM7	Salzman2013
chr2	73471671	73477566	+	hsa_circ_0055225	5895	757	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001166285	CCT7	Salzman2013
chr1	247322307	247323115	-	hsa_circ_0017348	808	188	Nhek, K562, Huvec, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001243740	ZNF124	Salzman2013
chr22	38888060	38891051	-	hsa_circ_0063319	2991	567	Nhek, K562, Helas3, Gm12878, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001098504	DDX17	Salzman2013
chr20	48491241	48494600	+	hsa_circ_0060818	3359	200	Hepg2, Helas3, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015266	SLC9A8	Salzman2013
chr6	25605039	25606501	+	hsa_circ_0075881	1462	295	Hepg2, Helas3, H1hesc, Gm12878, Bj, A549, Nhek	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_017640	LRRC16A	Salzman2013
chr3	171851260	171851336	+	hsa_circ_0067980	76	76	Hepg2, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_022763	FNDC3B	Salzman2013
chr19	14034145	14037403	+	hsa_circ_0049701	3258	373	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_017721	CC2D1A	Salzman2013
chr12	8866406	8933335	+	hsa_circ_0025374	66929	8172	Helas3	NA	ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVERLAPTX, OVEXON, UTR3, UTR5	NM_020734	RIMKLB	Salzman2013
chr2	10559859	10560261	+	hsa_circ_0000976	402	402	cd_19, cd_34, Hs68_RNase, Hs68_control, Nhek, K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, A549, Nhlf, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_002149	HPCAL1	Jeck2013, Memczak2013, Salzman2013
chr20	2967410	2969120	+	hsa_circ_0001127	1710	296	cd_34, Nhek, K562, Hmec, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549	None	ANNOTATED, CDS, coding, INTERNAL	NM_080841	PTPRA	Memczak2013, Salzman2013
chr10	104404251	104415070	+	hsa_circ_0019758	10819	1023	Helas3, Bj, Nhlf, Sknshra	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_030912	TRIM8	Salzman2013
chr16	16345819	16346379	+	hsa_circ_0006735	560	228	Hs68_RNase, Hs68_control, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001004067	NOMO3	Jeck2013, Salzman2013
chr12	121220457	121220570	-	hsa_circ_0028934	113	113	K562, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_139015	SPPL3	Salzman2013
chr16	14738130	14738466	+	hsa_circ_0009065	336	336	Hs68_RNase, Hs68_control, Nhek, K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_016561	BFAR	Jeck2013, Salzman2013
chr3	31617887	31641951	+	hsa_circ_0003338	24064	563	Hs68_RNase, Hs68_control, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_178862	STT3B	Jeck2013, Salzman2013
chr6	7176887	7211181	+	hsa_circ_0075553	34294	854	Hepg2, Helas3, Gm12878, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_001003699	RREB1	Salzman2013
chr14	36154134	36211771	-	hsa_circ_0031689	57637	1525	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_014990	RALGAPA1	Salzman2013
chr9	3346666	3395596	-	hsa_circ_0086245	48930	223	Helas3, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_002919	RFX3	Salzman2013
chr1	21306826	21329301	-	hsa_circ_0010486	22475	424	K562, Hepg2, Helas3, H1hesc, Bj, Sknshra, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_001198803	EIF4G3	Salzman2013
chr19	10394708	10397291	+	hsa_circ_0049237	2583	2290	K562, Helas3, Gm12878, Bj, Sknshra	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_000201	ICAM1	Salzman2013
chr1	89236034	89251896	+	hsa_circ_0005900	15862	777	Hs68_RNase, Hs68_control, Helas3, Bj, Ag04450, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_006256	PKN2	Jeck2013, Salzman2013
chrY	2134780	2293345	-	hsa_circ_0006292	158565	487	Hs68_RNase, Hs68_control, Huvec, Hsmm, Hepg2, Helas3, Gm12878, Ag04450, A549, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_145177	DHRSX	Jeck2013, Salzman2013
chr3	15471419	15478082	+	hsa_circ_0064486	6663	657	Helas3, Bj	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_033083	EAF1	Salzman2013
chr7	94285636	94299006	+	hsa_circ_0081172	13370	6617	Hepg2, Helas3, H1hesc	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3, UTR5	NM_001184961	PEG10	Salzman2013
chr12	53848509	53865591	+	hsa_circ_0026640	17082	1139	Nhek, K562, Hsmm, Hepg2, Helas3, Gm12878, Bj, A549, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_005016	PCBP2	Salzman2013
chr10	50708583	50714058	-	hsa_circ_0018331	5475	288	K562, Huvec, Hepg2, Helas3, Bj, Ag04450, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_000124	ERCC6	Salzman2013
chr16	71686692	71715808	-	hsa_circ_0040338	29116	2082	Helas3, Gm12878, Ag04450, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_015020	PHLPP2	Salzman2013
chr6	147581750	147588303	+	hsa_circ_0007828	6553	283	Hs68_RNase, Hs68_control, K562, Helas3, Ag04450, Nhek	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001127715	STXBP5	Jeck2013, Salzman2013
chr13	111293756	111340173	-	hsa_circ_0030892	46417	1357	Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_024537	CARS2	Salzman2013
chr13	64564228	64608670	-	hsa_circ_0030388	44442	442	K562, Helas3, H1hesc, Gm12878	SINE	ANNOTATED, ncRNA, OVEXON	TCONS_l2_00007569	TCONS_l2_00007569	Salzman2013
chr1	32127260	32145286	-	hsa_circ_0011304	18026	1008	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001856	COL16A1	Salzman2013
chr4	166141085	166235318	+	hsa_circ_0071378	94233	1583	Helas3, H1hesc, Nhek	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_007246	KLHL2	Salzman2013
