Chr	Start	End	Hela_RNaseR-plus_pairs_Chimeric.out.junction
chr1	159888553	159890327	2
chr1	160188114	160210160	1
chr1	160201087	160231148	1
chr1	160201087	160213824	1
chr1	160206925	160210160	2
chr1	160206925	160231140	1
chr1	160208397	160231140	1
chr1	160261684	160262380	1
chr1	160281658	160282957	1
chr1	160314512	160320040	1
chr1	161071838	161072165	1
chr1	161071838	161080402	1
chr1	161293404	161298287	1
chr1	161721458	161722254	1
chr1	161748034	161753886	7
chr1	161761198	161762117	1
chr1	161762052	161790951	1
chr1	161771842	161790951	2
chr1	161816239	161833102	1
chr1	161821512	161833102	1
chr1	162482290	162487980	1
chr1	162535802	162558623	1
chr1	162546567	162560301	1
chr1	162762355	162767706	1
chr1	165634343	165638604	1
chr1	165648679	165652347	1
chr1	165712404	165723511	1
chr1	165859441	165860559	7
chr1	166831440	166833158	3
chr1	167734820	167745403	5
chr1	167734820	167757374	4
chr1	167741512	167745403	3
chr1	167741512	167757374	1
chr1	167742473	167745403	1
chr1	167759239	167759576	1
chr1	167921038	167944253	4
chr1	167935867	167944253	26
chr1	167971720	167974031	2
chr1	167988783	167992285	5
chr1	167992226	168014465	1
chr1	168007609	168014465	3
chr1	168012263	168014465	1
chr1	168032859	168037701	1
chr1	168034828	168037701	1
chr1	168073715	168074132	1
chr1	168200752	168211839	1
chr1	168200752	168212225	1
chr1	168200752	168212307	1
chr1	168204339	168212331	1
chr1	168205827	168212307	1
chr1	168205950	168212225	1
chr1	169080608	169100707	2
chr1	169094122	169099328	1
chr1	169094122	169100707	3
chr1	169199956	169256646	3
chr1	169199956	169279318	1
chr1	169199956	169268001	1
chr1	169199956	169206925	1
chr1	169292355	169293738	1
chr1	169293631	169337025	1
chr1	169346376	169347767	1
chr1	169767998	169772450	1
chr1	169767998	169777070	1
chr1	169767998	169792613	1
chr1	170502605	170513986	1
chr1	171491316	171492661	1
chr1	171492360	171496983	1
chr1	171493960	171496983	1
chr1	171504567	171506612	3
chr1	171530157	171537478	1
chr1	171537386	171544267	3
chr1	171540459	171544267	1
chr1	171548493	171556890	2
chr1	171548967	171558540	1
chr1	171553279	171553665	1
chr1	171556787	171557644	1
chr1	171752880	171759756	1
chr1	172520652	172526934	2
chr1	172520652	172548407	1
chr1	172520652	172571927	1
chr1	172557900	172560211	1
chr1	172569204	172571927	4
chr1	173371398	173411153	1
chr1	173409602	173411187	2
chr1	173411058	173411187	1
chr1	173702852	173703425	1
chr1	173725062	173726298	1
chr1	173794395	173799899	1
chr1	173806078	173814429	1
chr1	173807328	173814429	1
chr1	173807328	173819617	1
chr1	173833395	173833842	1
chr1	173834995	173836181	1
chr1	173835666	173835934	1
chr1	173910403	173910518	1
chr1	173910403	173921276	1
chr1	173910403	173912753	1
chr1	173933977	173934258	2
chr1	173961893	173962273	2
chr1	174188263	174200493	2
chr1	174219613	174247917	1
chr1	174220928	174247917	1
chr1	174241552	174274265	6
chr1	174340117	174363283	1
chr1	174362237	174363283	1
chr1	174973750	174977842	1
chr1	175956079	175958615	1
chr1	175996708	176015460	1
chr1	175996708	176105683	1
chr1	175996708	176085817	1
chr1	175996708	176055026	1
chr1	176012322	176055026	1
chr1	176050288	176055026	4
chr1	176050288	176085817	2
chr1	176050288	176105683	12
chr1	176050288	176133027	1
chr1	176050288	176145143	1
chr1	176054912	176105683	1
chr1	176085760	176118738	1
chr1	176085760	176153828	1
chr1	176085760	176133027	1
chr1	176085760	176118210	1
chr1	176085760	176105683	8
chr1	176104146	176118210	1
chr1	176104146	176133027	2
chr1	176104146	176145143	1
chr1	176118142	176133027	4
chr1	176118142	176145143	1
chr1	176118142	176153828	12
chr1	176132005	176133027	1
chr1	176132005	176145143	3
chr1	176132005	176153828	7
chr1	176668418	176681117	1
chr1	176671743	176681117	1
chr1	176671743	176709332	1
chr1	176708762	176709332	1
chr1	176708762	176740316	1
chr1	176738743	176769268	1
chr1	178425856	178442487	1
chr1	178745817	178754742	1
chr1	179033062	179033631	5
chr1	179033062	179035994	1
chr1	179069895	179070207	1
chr1	179087722	179089409	1
chr1	179087722	179091002	1
chr1	179089325	179091002	2
chr1	179271812	179304792	1
chr1	179271812	179276351	1
chr1	179292572	179307031	3
chr1	179304641	179307031	3
chr1	179304726	179318077	1
chr1	179306972	179310445	1
chr1	179306972	179312078	1
chr1	179308573	179312078	1
chr1	179310163	179310445	1
chr1	179310163	179318077	1
chr1	179311249	179312770	5
chr1	179311249	179319566	1
chr1	179316735	179320597	1
chr1	179316735	179323068	1
chr1	179316735	179319566	2
chr1	179316735	179318077	3
chr1	179834571	179834989	1
chr1	179870437	179877808	1
chr1	179955304	179961356	1
chr1	179955304	179966310	2
chr1	179959642	179961356	1
chr1	179972309	179975702	6
chr1	179989084	179993717	1
chr1	179991941	180017840	1
chr1	180031355	180034407	1
chr1	180147929	180159715	1
chr1	180366651	180382606	16
chr1	180366651	180399397	3
chr1	180366651	180387058	1
chr1	180743215	180780624	1
chr1	180755232	180780624	1
chr1	180772524	180780624	1
chr1	180793889	180794480	4
chr1	180793979	180794420	1
chr1	180805658	180849433	1
chr1	180832844	180843078	1
chr1	180953813	180962561	30
chr1	180953813	180974599	5
chr1	180957375	180962561	1
chr1	180957375	180974599	2
chr1	180971742	180974599	3
chr1	182355561	182356265	1
chr1	182811680	182812569	1
chr1	182822441	182852770	1
chr1	182849632	182850782	2
chr1	183083666	183084772	2
chr1	183083666	183087281	1
chr1	183481972	183486955	1
chr1	183515101	183520056	1
chr1	184446599	184476816	1
chr1	184663178	184718726	1
chr1	184671945	184690520	1
chr1	184671945	184677478	1
chr1	184701971	184718726	1
chr1	184764364	184764435	1
chr1	184853767	184868442	1
chr1	185056684	185060871	1
chr1	185056684	185062408	3
chr1	185112489	185121067	1
chr1	185114571	185121067	1
chr1	185129965	185135784	1
chr1	185269569	185274775	1
chr1	185270566	185274775	1
chr1	185335549	185343688	1
chr1	186072604	186092352	1
chr1	186077593	186084546	1
chr1	186287579	186287960	1
chr1	186359843	186360923	1
chr1	186375215	186388209	3
chr1	186862143	186863343	3
chr1	186862143	186880521	2
chr1	192989437	192998787	1
chr1	192989437	193020947	1
chr1	192990227	192998787	1
chr1	192997215	192998787	1
chr1	193038164	193046180	1
chr1	193044950	193046180	1
chr1	193046080	193054170	1
chr1	193065778	193070334	1
chr1	193107215	193111196	2
chr1	193110980	193121574	1
chr1	193116997	193121574	1
chr1	193172925	193181607	4
chr1	193172925	193205486	2
chr1	193181195	193181607	1
chr1	193202123	193205486	8
chr1	197086919	197094321	2
chr1	197091289	197091725	1
chr1	197091289	197094321	1
chr1	197093491	197093999	1
chr1	197145694	197161029	1
chr1	197509094	197522242	1
chr1	197522152	197627499	1
chr1	197564338	197586889	1
chr1	197564338	197614873	1
chr1	197586789	197643299	1
chr1	197611841	197627499	1
chr1	197611841	197641286	1
chr1	197641167	197643299	1
chr1	198201683	198233365	1
chr1	198222170	198233365	1
chr1	198231705	198266370	1
chr1	198233322	198247129	1
chr1	198247091	198266370	4
chr1	200544719	200583533	1
chr1	200549382	200561368	1
chr1	200549382	200567549	1
chr1	200569178	200578056	1
chr1	200619553	200635879	1
chr1	200729967	200730226	6
chr1	200729967	200733603	1
chr1	200729967	200776665	2
chr1	200729967	200784772	5
chr1	200776504	200784772	3
chr1	200776504	200801973	1
chr1	200816768	200819362	1
chr1	201452722	201453765	1
chr1	201816407	201817722	3
chr1	201816407	201828122	1
chr1	201821232	201828122	2
chr1	201821232	201837924	1
chr1	201822139	201826322	1
chr1	201823723	201828122	2
chr1	202385915	202398057	2
chr1	202391748	202396312	1
chr1	202397983	202400747	1
chr1	202397983	202403896	2
chr1	202711519	202715110	1
chr1	202711519	202718267	1
chr1	202724399	202729701	1
chr1	202724399	202736188	1
chr1	202724399	202733273	1
chr1	202742246	202746222	1
chr1	202742246	202746475	1
chr1	203651870	203652526	1
chr1	203680005	203691817	2
chr1	203786054	203786252	1
chr1	203786054	203787817	7
chr1	203797427	203802981	1
chr1	204082043	204092932	1
chr1	204082043	204086835	2
chr1	204082043	204083733	2
chr1	204083449	204085807	2
chr1	204085635	204086835	2
chr1	204197211	204237440	1
chr1	204210503	204210942	1
chr1	204210503	204219742	1
chr1	204216493	204219742	1
chr1	204279597	204279783	1
chr1	204367783	204369917	1
chr1	204437998	204439014	5
chr1	205084125	205084985	1
chr1	205581205	205593019	1
chr1	205581205	205588201	1
chr1	205585606	205593019	42
chr1	205684829	205685014	1
chr1	205693054	205698749	3
chr1	205696828	205698749	2
chr1	206511415	206516362	4
chr1	206566046	206567030	1
chr1	206589249	206603572	1
chr1	206769067	206770545	1
chr1	206769067	206773662	1
chr1	206769067	206778860	1
chr1	206769067	206785710	4
chr1	206773617	206785710	1
chr1	207200839	207201024	1
chr1	207495059	207512762	1
chr1	207495727	207500182	1
chr1	207504526	207532987	1
chr1	207930359	207933069	3
chr1	207943666	207959027	1
chr1	207943666	207967064	1
chr1	207989274	207990759	3
chr1	207989274	207992491	2
chr1	207989274	208000229	1
chr1	207989274	208000609	2
chr1	207990584	207992491	1
chr1	208266131	208270228	2
chr1	208383625	208391347	2
chr1	211092982	211094309	1
chr1	211433450	211452658	1
chr1	211433450	211469095	1
chr1	211433450	211477482	1
chr1	211440278	211469095	1
chr1	211444574	211449760	1
chr1	211526581	211527809	1
chr1	211526581	211529810	1
chr1	211529709	211534504	1
chr1	211564958	211570173	1
chr1	211846825	211847065	1
chr1	212179981	212193610	2
chr1	212179981	212194554	1
chr1	212179981	212184763	1
chr1	212218002	212220759	17
chr1	212220493	212220759	1
chr1	212236226	212238371	1
chr1	212236226	212245555	1
chr1	212515530	212522584	1
chr1	212519132	212522584	1
chr1	212548535	212553379	1
chr1	212957705	212960979	1
chr1	213037050	213068696	1
chr1	213037067	213068696	3
chr1	213037067	213062599	1
chr1	213037067	213061936	1
chr1	213037067	213046160	4
chr1	213037067	213037861	3
chr1	213037067	213058738	5
chr1	213037101	213037158	1
chr1	213043396	213046160	1
chr1	213046020	213056780	1
chr1	213046020	213068696	1
chr1	213046020	213068713	1
chr1	213056713	213062599	1
chr1	213058635	213061936	1
chr1	213061233	213061936	1
chr1	213068328	213068713	1
chr1	213139064	213139687	1
chr1	213170497	213186760	1
chr1	213244348	213277911	2
chr1	213246212	213277911	1
chr1	213251038	213290752	8
chr1	213251038	213303232	4
chr1	213277796	213290752	1
chr1	213277796	213303232	1
chr1	213290659	213303232	3
chr1	213302870	213341316	2
chr1	213341201	213349835	6
chr1	213341201	213405598	1
chr1	213349743	213436159	1
chr1	213403840	213405598	2
chr1	213403840	213416001	1
chr1	213415912	213436159	1
chr1	214537855	214543034	1
chr1	214537855	214551445	1
chr1	214542800	214546182	1
chr1	214556654	214560265	2
chr1	214564331	214571344	2
chr1	214575028	214588069	1
chr1	214575028	214638300	2
chr1	214625148	214638300	2
chr1	214637973	214638300	5
chr1	214788175	214794289	1
chr1	214822018	214832371	1
chr1	215747129	215753342	1
chr1	215749244	215752480	2
chr1	215749244	215753342	1
chr1	215749244	215760028	2
chr1	215751272	215777644	1
chr1	215759838	215768813	3
chr1	215768698	215777644	1
chr1	215768698	215792633	1
chr1	217783663	217787544	7
chr1	218607424	218610838	1
chr1	220152760	220156740	1
chr1	220154098	220154799	1
chr1	220154720	220156740	1
chr1	220174480	220180680	3
chr1	220179448	220180659	1
chr1	220179448	220180680	2
chr1	220246192	220247413	1
chr1	220275471	220276904	1
chr1	220275837	220287816	1
chr1	220324948	220331218	1
chr1	220330612	220332763	2
chr1	220355599	220356273	1
chr1	220355599	220359083	1
chr1	220363045	220364626	1
chr1	220386229	220387321	13
chr1	220748539	220771721	1
chr1	220752696	220752899	1
chr1	220752696	220792097	1
chr1	220752696	220771721	1
chr1	220752696	220754460	2
chr1	220754407	220773205	1
chr1	220777409	220792097	2
chr1	220789281	220792097	1
chr1	220935000	220936392	1
chr1	220935000	220943898	3
chr1	220971216	220978455	1
chr1	221912276	221913129	1
chr1	222805507	222806591	1
chr1	222860272	222876554	1
chr1	222860272	222876559	2
chr1	222897434	222898897	5
chr1	223946972	223959941	2
chr1	223991876	223994649	2
chr1	224418928	224420991	1
chr1	224455736	224475583	1
chr1	224473728	224477435	1
chr1	224553581	224559125	2
chr1	224588652	224606118	1
chr1	224592132	224612421	1
chr1	224605962	224612356	1
chr1	225140372	225195246	22
chr1	225140372	225161855	15
chr1	225140372	225156576	16
chr1	225140372	225155285	2
chr1	225140376	225195246	1
chr1	225161793	225226525	1
chr1	225195115	225231685	1
chr1	225195115	225340585	1
chr1	225211317	225347187	1
chr1	225226396	225239497	1
chr1	225266909	225284941	3
chr1	225270251	225284941	2
chr1	225273246	225340585	1
chr1	225273412	225284941	7
chr1	225273412	225340585	1
chr1	225306922	225311316	5
chr1	225311229	225341528	1
chr1	225332099	225340585	1
chr1	225339707	225373127	1
chr1	225339707	225393881	1
chr1	225355641	225373127	7
chr1	225355641	225393881	1
chr1	225355641	225394922	1
chr1	225355641	225418853	1
chr1	225355641	225477784	1
chr1	225372993	225394922	2
chr1	225372993	225428524	2
chr1	225372993	225454471	1
chr1	225460657	225477715	1
chr1	225718256	225754997	1
chr1	225718256	225755116	5
chr1	225742608	225755116	7
chr1	225742608	225840135	1
chr1	225754951	225755116	1
chr1	226037613	226047049	1
chr1	226420797	226426797	1
chr1	226426672	226453335	1
chr1	226453234	226475498	1
chr1	226483543	226488906	1
chr1	226573250	226574113	1
chr1	227149078	227153438	4
chr1	227192695	227204751	1
chr1	227216358	227223308	1
chr1	227327277	227335260	4
chr1	227381487	227387353	1
chr1	227935393	227935934	1
chr1	228496800	228497260	1
chr1	228537591	228540763	1
chr1	228556423	228557939	1
chr1	229228872	229228935	1
chr1	229422233	229439747	3
chr1	229596358	229601266	1
chr1	229599290	229601266	1
chr1	229599290	229611479	1
chr1	229619801	229631794	1
chr1	229625702	229634053	1
chr1	229674561	229685181	1
chr1	229675203	229678118	2
chr1	229675203	229683448	1
chr1	229675203	229685181	2
chr1	229763368	229783499	1
chr1	230211898	230339036	1
chr1	230313964	230339036	6
chr1	230313964	230381896	1
chr1	230371760	230385017	1
chr1	230795210	230807386	2
chr1	230798887	230810870	3
chr1	230798887	230807386	5
chr1	230798887	230800333	1
chr1	230979100	230979642	1
chr1	230979100	230991464	1
chr1	231044458	231044766	1
chr1	231069525	231097049	1
chr1	231079552	231090149	1
chr1	231079552	231097049	1
chr1	231081135	231097049	8
chr1	231090079	231094045	1
chr1	231090079	231097049	10
chr1	231500073	231509845	2
chr1	231500073	231503382	1
chr1	231506308	231509845	10
chr1	232551240	232568217	3
chr1	232626620	232629406	1
chr1	232649603	232651354	1
chr1	233190014	233193036	1
chr1	233296029	233344356	1
chr1	233296029	233372726	1
chr1	233313548	233336010	1
chr1	233334685	233344435	3
chr1	233334685	233372726	2
chr1	233344264	233363117	1
chr1	233353645	233372726	1
chr1	233353645	233363117	3
chr1	233372591	233388534	1
chr1	233372591	233395090	1
chr1	233482188	233490757	5
chr1	233482188	233498039	4
chr1	233482188	233512273	1
chr1	233489553	233498039	1
chr1	233490638	233498039	1
chr1	233507784	233515456	1
chr1	233511662	233512273	1
chr1	233511662	233515456	1
chr1	233766444	233767234	1
chr1	233766444	233769566	1
chr1	234274839	234276917	1
chr1	234541649	234608557	1
chr1	234546191	234607003	1
chr1	234553830	234566047	2
chr1	234553830	234584322	2
chr1	234553830	234596142	1
chr1	234553830	234608557	2
chr1	234561419	234563512	1
chr1	234561419	234608557	1
chr1	234569156	234573118	1
chr1	234569156	234586312	1
chr1	234573021	234608557	3
chr1	234582549	234603396	3
chr1	234582549	234607003	1
chr1	234582549	234608557	9
chr1	234582549	234586312	2
chr1	234582549	234596142	1
chr1	234586174	234608557	13
chr1	234593413	234608557	4
chr1	234594976	234608557	1
chr1	234599583	234607003	3
chr1	235357328	235359430	1
chr1	235383108	235388090	1
chr1	235383108	235403766	1
chr1	235394428	235403766	1
chr1	235403628	235424067	1
chr1	235403628	235437275	1
chr1	235409735	235424067	1
chr1	235505023	235506198	1
chr1	235543334	235564902	1
chr1	235599060	235600789	1
chr1	235600637	235602237	3
chr1	235600637	235605197	1
chr1	235602084	235605197	1
chr1	235616402	235658138	1
chr1	235621911	235634274	1
chr1	235628953	235634274	1
chr1	235628953	235658138	2
chr1	235634164	235647831	1
chr1	235634164	235658138	6
chr1	235643370	235658138	9
chr1	235643370	235652573	2
chr1	235954999	235956912	1
chr1	236729989	236760206	1
chr1	236746313	236746496	1
chr1	236758840	236760276	1
chr1	236966728	236966942	1
chr1	236966728	236969533	1
chr1	236966728	236976144	1
chr1	236966728	236979843	2
chr1	236969444	236979843	3
chr1	236987419	237016388	1
chr1	236987419	236990244	1
chr1	236987419	236990196	1
chr1	236998847	237016388	3
chr1	237023133	237026854	1
chr1	237023133	237049667	1
chr1	241665743	241675395	1
chr1	241669303	241672085	2
chr1	241936094	241938512	2
chr1	242013711	242015593	1
chr1	242013711	242030357	1
chr1	242016660	242048809	1
chr1	242020647	242024804	1
chr1	242029887	242030357	1
chr1	242035337	242048809	1
chr1	243433394	243456521	1
chr1	243433394	243493994	1
chr1	243433394	243449699	1
chr1	243433407	243449699	3
chr1	243433407	243471479	1
chr1	243434280	243456521	1
chr1	243437936	243507633	1
chr1	243456393	243507633	1
chr1	243480057	243493994	1
chr1	243480057	243507633	1
chr1	243579004	243581378	1
chr1	243579004	243589860	2
chr1	244582062	244583598	1
chr1	244640843	244662381	1
chr1	244640843	244643086	1
chr1	244662304	244682000	1
chr1	244715624	244724447	1
chr1	244849899	244855322	1
chr1	245008549	245010008	1
chr1	245008549	245012158	1
chr1	245018842	245019265	1
chr1	245020900	245023776	1
chr1	245020900	245026032	1
chr1	245765879	245775278	1
chr1	246078832	246093239	4
chr1	246350045	246350244	5
chr1	246490503	246493839	2
chr1	246490503	246518396	2
chr1	246490503	246498776	15
chr1	246704240	246714604	1
chr1	246704240	246720023	1
chr1	246711847	246720023	2
chr1	246714515	246720836	1
chr1	246719875	246720836	1
chr1	246754814	246755243	3
chr1	246890194	246899357	4
chr1	246890194	246903603	13
chr1	246890194	246907427	14
chr1	246899277	246903603	7
chr1	246899277	246907427	9
chr1	247027226	247031113	1
chr1	247039339	247040604	4
chr1	247039339	247051819	1
chr1	247039339	247081679	1
chr1	247040460	247051819	1
chr1	247048795	247081679	1
chr1	247068843	247081679	2
chr1	247076534	247081679	1
chr1	247079444	247081679	1
chr1	247202112	247202839	1
chr1	247319708	247323152	1
chr1	247319708	247323115	57
chr1	247322308	247323115	30
chr1	247322308	247323097	1
chr1	247322308	247323169	2
chr10	225934	267296	4
chr10	225934	295028	1
chr10	291841	319439	1
chr10	355971	395394	2
chr10	372946	375541	1
chr10	372946	387269	1
chr10	372946	408631	1
chr10	445049	461828	1
chr10	454866	468973	2
chr10	465005	468973	1
chr10	518379	532470	1
chr10	882343	909823	1
chr10	888872	931700	2
chr10	909683	910210	2
chr10	909683	916023	1
chr10	909683	931700	5
chr10	930387	931700	3
chr10	930387	936769	1
chr10	1102288	1118233	1
chr10	1118056	1142186	4
chr10	1118056	1151207	2
chr10	1118056	1132297	1
chr10	1118056	1126416	8
chr10	1123847	1142186	1
chr10	1125951	1126416	5
chr10	1125951	1139436	1
chr10	1130343	1142186	13
chr10	1130343	1151181	1
chr10	1130343	1151207	4
chr10	1139392	1151207	1
chr10	1149539	1151207	2
chr10	1149542	1151207	4
chr10	3111466	3155380	1
chr10	3141467	3162236	1
chr10	3143557	3151672	2
chr10	3160974	3162236	2
chr10	5493793	5498804	1
chr10	5682659	5695013	1
chr10	5827105	5842668	13
chr10	5827815	5836982	1
chr10	5827815	5842668	1
chr10	5838726	5842668	1
chr10	5924969	5926040	1
chr10	5950888	5951257	1
chr10	6001717	6005804	1
chr10	6001717	6002718	1
chr10	6143234	6148201	3
chr10	6152117	6157274	1
chr10	6255586	6259154	1
chr10	7230586	7247890	2
chr10	7262373	7269899	7
chr10	7262373	7285667	1
chr10	7262373	7318951	5
chr10	7262373	7327916	7
chr10	7269817	7327916	2
chr10	7285520	7290611	1
chr10	7285520	7327916	58
chr10	7285520	7318951	12
chr10	7290510	7327916	2
chr10	7318854	7327905	1
chr10	7318854	7327916	211
chr10	7325866	7327916	5
chr10	7405840	7423911	5
chr10	7409611	7412337	2
chr10	7409611	7423911	5
chr10	7412243	7423911	2
chr10	7820801	7822270	2
chr10	7838084	7842054	1
chr10	7839010	7844817	27
chr10	11259388	11330515	1
chr10	11312629	11330515	1
chr10	11479048	11487218	1
